,PUBID8   ,REGION8  ,CENDIV8  ,SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,ADJWT8   ,STRATUM8 ,PAIR8    ,ELHTBTU8 ,ELCLBTU8 ,ELVNBTU8 ,ELWTBTU8 ,ELLTBTU8 ,ELCKBTU8 ,ELRFBTU8 ,ELOFBTU8 ,ELPCBTU8 ,ELMSBTU8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
842,1018,3,7,700000,9,7,2,1,2,1,2.0,2,2,40.28,78,1,1131027.0,5846692.0,3035881.0,174518.0,17514078.0,0.0,25585.0,522744.0,1292923.0,3392678.0
843,1019,2,3,33500,5,4,12,1,1,2,2.0,2,2,63.8,13,1,0.0,126897.0,99858.0,4835.0,250277.0,17541.0,54404.0,6169.0,6219.0,211081.0
844,1020,3,5,68000,6,6,17,1,1,1,2.0,2,2,246.38,21,2,448676.0,314574.0,205220.0,0.0,1038492.0,28395.0,350915.0,4827.0,8349.0,258779.0
845,1021,3,5,2400,2,6,6,1,2,2,2.0,2,2,2314.83,56,2,67979.0,83583.0,19493.0,4641.0,97997.0,0.0,338893.0,2192.0,4193.0,28148.0
846,1022,3,6,15250,4,7,26,1,1,2,2.0,2,2,734.43,29,1,21359.0,119794.0,147782.0,8368.0,222563.0,0.0,24063.0,4549.0,10269.0,170005.0
847,1024,3,7,12000,4,5,5,1,2,2,2.0,2,2,3065.81,34,1,0.0,22333.0,13397.0,0.0,65772.0,0.0,0.0,1536.0,1110.0,21014.0
848,1025,4,9,4200,2,3,14,1,1,2,2.0,2,2,1926.09,62,2,0.0,0.0,0.0,0.0,33068.0,0.0,0.0,0.0,0.0,6709.0
849,1026,1,2,1950,2,1,2,1,1,2,2.0,2,2,2739.65,51,2,0.0,5472.0,795.0,0.0,6785.0,0.0,10949.0,4109.0,2622.0,3388.0
850,1027,3,5,63000,6,2,2,1,2,2,2.0,1,2,29.12,23,1,28071.0,254353.0,301455.0,7059.0,1334348.0,0.0,95223.0,25472.0,193066.0,237999.0
851,1030,2,3,225000,8,4,2,1,1,2,2.0,2,1,73.78,16,2,0.0,0.0,6828231.0,0.0,13414389.0,0.0,1158217.0,67171.0,6583867.0,10338690.0
852,1032,3,6,9000,3,5,26,1,2,1,2.0,2,2,2546.83,29,2,0.0,2784.0,16754.0,350.0,47906.0,0.0,10557.0,1254.0,667.0,44016.0
853,1033,3,7,500001,9,5,24,1,1,2,,2,2,24.15,32,2,526662.0,5954707.0,2387788.0,0.0,8685945.0,157624.0,1394370.0,232023.0,330381.0,2864504.0
854,1034,3,5,5000,2,4,2,1,2,2,2.0,2,2,2544.74,28,1,6693.0,103184.0,12208.0,0.0,106411.0,0.0,0.0,40668.0,48931.0,33121.0
855,1035,3,7,17000,4,8,23,1,2,2,,2,2,528.24,35,1,39884.0,272131.0,84474.0,128166.0,374075.0,0.0,60928.0,10138.0,14436.0,126290.0
856,1037,2,4,90000,6,8,5,1,1,2,1.0,2,2,220.48,18,2,0.0,9494.0,189663.0,6704.0,654051.0,0.0,17138.0,4675.0,9709.0,115307.0
857,1038,4,9,18500,4,4,2,1,2,2,1.0,2,2,1390.68,40,2,0.0,872.0,1615.0,0.0,32665.0,0.0,621.0,334.0,286.0,3644.0
858,1041,3,7,1200,2,6,2,1,2,2,2.0,2,2,2544.74,34,2,3630.0,17070.0,2140.0,0.0,15156.0,0.0,18429.0,3325.0,1201.0,7019.0
859,1042,4,9,20000,4,8,2,1,2,2,2.0,2,2,242.54,47,2,1708.0,35419.0,18394.0,19638.0,221173.0,0.0,0.0,54228.0,72282.0,104779.0
860,1043,2,3,21750,4,3,25,1,1,2,2.0,2,2,864.37,15,1,0.0,73705.0,228426.0,0.0,702963.0,32744.0,195156.0,35301.0,40930.0,239281.0
861,1046,4,8,14500,4,5,26,1,1,2,2.0,2,2,2739.65,38,1,0.0,66327.0,145909.0,0.0,256191.0,0.0,0.0,6382.0,18572.0,173846.0
862,1047,4,8,10000,3,7,2,1,1,1,2.0,2,2,781.6,37,1,52399.0,77906.0,79573.0,0.0,620809.0,0.0,62351.0,71257.0,217885.0,98946.0
863,1048,1,1,900000,9,5,4,1,1,2,2.0,1,2,5.32,3,2,0.0,7777878.0,8416573.0,0.0,39852935.0,0.0,5118590.0,995505.0,8659810.0,9238853.0
864,1049,2,3,37000,5,8,15,1,1,2,2.0,2,2,404.15,64,1,172973.0,260396.0,547752.0,0.0,1002821.0,0.0,107228.0,32675.0,36692.0,227864.0
865,1050,1,2,106000,7,4,16,1,1,1,2.0,1,2,36.56,6,1,0.0,0.0,2444383.0,0.0,6702809.0,0.0,1084595.0,267569.0,853316.0,924700.0
866,1051,3,7,60000,6,1,2,1,1,2,2.0,2,2,69.29,36,2,0.0,324836.0,59055.0,0.0,445674.0,0.0,18955.0,25733.0,23121.0,90240.0
867,1052,4,9,55000,6,8,5,2,2,2,2.0,2,2,478.9,41,1,,,,,,,,,,
868,1053,2,3,70000,6,7,13,1,1,2,2.0,2,2,220.48,12,1,0.0,16352.0,384973.0,0.0,134781.0,0.0,3500.0,18.0,399.0,113512.0
869,1055,1,2,22000,4,6,18,1,2,1,2.0,2,2,403.22,4,1,0.0,12233.0,25577.0,0.0,561717.0,0.0,10734.0,3808.0,1233.0,45121.0
870,1056,2,3,700000,9,4,16,1,1,1,1.0,2,2,14.14,11,1,0.0,4035199.0,9801804.0,0.0,17353361.0,0.0,642699.0,94522.0,1049386.0,5217124.0
871,1057,2,3,1600,2,2,26,1,1,2,2.0,2,2,1733.07,11,1,0.0,0.0,21091.0,1186.0,48686.0,0.0,34250.0,0.0,0.0,25388.0
872,1058,1,2,78000,6,4,26,1,1,2,1.0,2,2,80.53,10,2,159894.0,140745.0,506696.0,7004.0,558605.0,0.0,95508.0,18346.0,41831.0,934163.0
873,1059,2,3,36500,5,1,14,1,1,2,2.0,2,2,317.92,11,1,0.0,0.0,385033.0,0.0,222451.0,14485.0,46679.0,4718.0,161443.0,42649.0
874,1060,3,5,9000,3,7,26,1,1,2,2.0,2,2,734.43,24,1,0.0,28392.0,21735.0,1336.0,65082.0,0.0,0.0,10400.0,12558.0,62293.0
875,1061,1,2,900000,9,6,16,1,1,1,1.0,1,2,3.46,5,1,688335.0,2851927.0,6936263.0,1738383.0,20538075.0,199942.0,511839.0,186508.0,3338118.0,3644389.0
876,1062,2,3,57000,6,7,13,1,1,2,2.0,2,2,80.08,16,1,0.0,1518608.0,2396480.0,0.0,2633745.0,82955.0,340219.0,19519.0,123622.0,998223.0
877,1063,2,4,35000,5,5,18,1,1,2,2.0,2,2,402.35,17,2,148786.0,27687.0,9296.0,0.0,946349.0,0.0,79067.0,232.0,5822.0,69570.0
878,1064,3,7,22750,4,6,18,1,1,2,2.0,2,2,124.41,33,2,0.0,137598.0,21961.0,0.0,330745.0,61211.0,39900.0,36335.0,150334.0,144525.0
879,1065,3,7,2900,2,5,12,1,1,2,2.0,2,2,343.4,32,1,0.0,6774.0,599.0,0.0,2456.0,0.0,6565.0,0.0,0.0,8820.0
880,1067,2,3,13000,4,5,8,1,1,2,2.0,2,2,164.92,14,2,0.0,59511.0,30661.0,0.0,265238.0,0.0,61511.0,29153.0,30544.0,192950.0
881,1068,1,2,65000,6,7,2,1,1,2,2.0,2,2,80.53,8,2,105500.0,851261.0,125988.0,11726.0,830433.0,0.0,0.0,12550.0,12117.0,386817.0
882,1069,3,5,134000,7,7,25,1,1,2,2.0,2,2,80.51,21,2,0.0,1067948.0,1044542.0,40942.0,9074413.0,0.0,484929.0,19613.0,91945.0,1046606.0
883,1070,1,1,1150,2,6,26,1,2,1,2.0,2,2,2739.65,1,1,0.0,0.0,2132.0,75.0,5765.0,0.0,0.0,0.0,0.0,4628.0
884,1071,2,4,65000,6,4,18,1,1,2,2.0,2,2,320.12,18,2,0.0,0.0,89283.0,0.0,526734.0,0.0,0.0,5336.0,77260.0,186143.0
885,1072,3,5,7500,3,2,25,1,1,2,2.0,2,2,2314.83,25,1,0.0,0.0,5516.0,0.0,51714.0,0.0,10148.0,1155.0,366.0,17162.0
886,1073,2,3,106000,7,7,18,1,1,2,2.0,2,2,119.39,12,2,1545189.0,679923.0,0.0,0.0,1682678.0,0.0,745418.0,67162.0,86689.0,1301427.0
887,1074,4,8,1400,2,8,15,1,1,2,2.0,2,2,1538.94,39,1,0.0,28044.0,49636.0,0.0,43276.0,0.0,621193.0,5815.0,15067.0,39959.0
888,1075,2,4,400000,8,7,2,1,1,1,2.0,2,2,30.24,18,2,941662.0,1988023.0,1912179.0,0.0,7396887.0,0.0,257921.0,2329128.0,3751460.0,1723362.0
889,1076,2,3,77000,6,7,5,1,1,2,1.0,2,2,290.58,13,1,0.0,1839805.0,3604934.0,562747.0,19086197.0,0.0,979054.0,287332.0,402375.0,2914995.0
890,1077,3,5,8000,3,6,18,1,1,2,2.0,2,2,1769.43,25,2,55348.0,26156.0,23319.0,560595.0,134442.0,0.0,10067.0,31.0,7240.0,38467.0
891,1078,2,3,2700,2,5,2,1,1,2,2.0,2,2,2724.37,14,2,18391.0,3660.0,3785.0,0.0,16348.0,0.0,0.0,21.0,1540.0,4706.0
892,1081,3,5,20500,4,7,18,1,1,2,2.0,2,2,331.3,24,1,24992.0,110914.0,25388.0,0.0,966769.0,0.0,14207.0,13271.0,6695.0,92741.0
893,1082,4,9,6500,3,5,25,1,2,2,2.0,2,2,2226.17,43,2,141823.0,43427.0,15227.0,4320.0,165880.0,0.0,39177.0,10057.0,10510.0,57421.0
894,1083,1,2,51000,6,4,17,1,1,2,2.0,1,2,243.77,8,2,0.0,0.0,1232557.0,0.0,1216809.0,0.0,39468.0,30092.0,9295.0,647599.0
895,1084,3,7,114000,7,8,5,1,2,2,2.0,2,2,155.65,34,1,9305.0,151579.0,202935.0,24708.0,277122.0,0.0,62176.0,18668.0,39777.0,211950.0
896,1085,3,5,66000,6,5,2,1,2,2,2.0,1,2,271.21,24,2,0.0,0.0,352894.0,32533.0,1061261.0,0.0,225706.0,263504.0,509580.0,590990.0
897,1086,2,4,72000,6,6,14,1,1,2,2.0,2,2,128.52,18,2,214443.0,359214.0,916613.0,0.0,812329.0,0.0,0.0,37222.0,194315.0,304739.0
898,1088,3,7,2500,2,4,13,1,1,2,2.0,2,2,2544.74,34,2,0.0,20665.0,8275.0,512.0,7266.0,0.0,9661.0,0.0,0.0,11189.0
899,1089,3,5,81000,6,7,14,1,2,1,2.0,2,1,173.78,27,2,246678.0,0.0,3288046.0,123751.0,2875273.0,0.0,74850.0,83745.0,703022.0,1092402.0
900,1090,3,5,1400,2,5,13,1,2,2,2.0,2,2,1945.16,26,2,401.0,4338.0,376.0,22.0,405.0,110.0,2049.0,193.0,74.0,1329.0
901,1092,3,7,81000,6,8,14,1,2,2,2.0,2,2,228.05,35,1,93454.0,1231891.0,628598.0,124206.0,424556.0,20884.0,66721.0,8126.0,99291.0,177501.0
902,1093,3,5,2000,2,1,26,1,2,1,1.0,2,2,2546.83,21,1,0.0,4611.0,2215.0,0.0,4865.0,0.0,5863.0,0.0,0.0,5432.0
903,1094,2,3,72000,6,4,2,1,2,2,2.0,2,1,73.78,16,2,0.0,0.0,1352905.0,75475.0,6069600.0,0.0,0.0,190822.0,2525121.0,2048447.0
904,1095,4,8,66000,6,6,14,1,2,2,1.0,2,2,352.58,39,1,0.0,0.0,710272.0,96586.0,577274.0,34736.0,160958.0,12161.0,79801.0,102278.0
905,1096,4,9,11000,4,3,14,1,1,2,2.0,2,2,1926.09,47,1,0.0,0.0,42425.0,0.0,66549.0,0.0,60054.0,12305.0,66575.0,9187.0
906,1098,1,1,93000,6,8,18,1,2,2,2.0,1,2,165.31,104,2,0.0,161805.0,190270.0,0.0,1579400.0,0.0,315163.0,25210.0,293546.0,378380.0
907,1099,2,3,25000,4,6,26,1,1,2,2.0,2,2,864.37,12,2,201248.0,67954.0,81669.0,0.0,393029.0,0.0,32972.0,3234.0,2712.0,190938.0
908,1100,2,4,3600,2,2,15,1,1,2,2.0,2,2,1528.98,19,1,0.0,12464.0,14730.0,0.0,29484.0,0.0,101283.0,298.0,0.0,11966.0
909,1102,2,3,7400,3,2,2,1,1,2,2.0,2,2,364.88,15,2,0.0,3637.0,5152.0,0.0,16117.0,0.0,9151.0,4.0,446.0,21493.0
910,1103,3,7,45000,5,1,14,1,1,2,2.0,2,2,115.1,33,1,0.0,303413.0,566564.0,0.0,643204.0,0.0,72426.0,24437.0,169252.0,50990.0
911,1104,2,3,8600,3,3,7,1,1,2,2.0,2,2,402.35,60,2,0.0,8899.0,29350.0,0.0,125426.0,0.0,46448.0,131.0,0.0,46264.0
912,1105,4,9,30000,5,7,18,1,1,2,2.0,2,2,360.63,40,2,23571.0,149015.0,13214.0,0.0,775744.0,0.0,6338.0,5907.0,3754.0,60547.0
913,1106,1,2,31000,5,5,2,1,1,2,2.0,2,2,360.63,8,1,0.0,68237.0,141857.0,0.0,234055.0,0.0,88127.0,7482.0,39987.0,216767.0
914,1107,3,5,200001,8,6,13,1,1,1,2.0,2,2,114.24,22,2,0.0,1687774.0,2483239.0,0.0,2859733.0,0.0,28171.0,22375.0,44222.0,811481.0
915,1109,2,3,15250,4,5,2,1,1,2,2.0,2,2,679.47,13,1,0.0,6237.0,36454.0,0.0,221441.0,0.0,23018.0,60.0,3300.0,55703.0
916,1110,2,3,102000,7,3,14,1,2,1,2.0,2,2,121.46,14,1,1012469.0,52434.0,621986.0,142522.0,1128351.0,36212.0,91872.0,27134.0,255278.0,106625.0
917,1111,1,1,88000,6,7,5,1,2,1,1.0,2,2,93.24,3,2,0.0,29013.0,252008.0,0.0,1841492.0,0.0,44915.0,19977.0,41580.0,196985.0
918,1112,4,8,8100,3,5,8,1,1,2,2.0,2,2,568.7,37,1,0.0,17219.0,11660.0,845.0,96954.0,0.0,27193.0,5778.0,2272.0,70866.0
919,1113,4,8,4050,2,3,14,1,2,2,1.0,2,1,1926.09,39,2,0.0,0.0,16727.0,3461.0,23523.0,0.0,0.0,0.0,2141.0,8566.0
920,1114,1,2,2200,2,2,26,1,1,2,2.0,2,2,1711.45,6,1,0.0,0.0,35458.0,0.0,134534.0,0.0,0.0,0.0,0.0,80257.0
921,1115,3,5,1100,2,2,15,1,1,2,2.0,2,2,1591.0,21,2,0.0,13155.0,3166.0,19533.0,12185.0,0.0,157822.0,508.0,0.0,7977.0
922,1116,3,5,20000,4,7,13,1,1,2,2.0,2,2,808.04,24,2,0.0,394902.0,481797.0,0.0,560166.0,0.0,24641.0,6023.0,3940.0,228313.0
923,1117,1,2,12750,4,1,2,1,1,2,2.0,2,2,869.22,10,2,0.0,0.0,17313.0,0.0,177094.0,0.0,93829.0,17431.0,35986.0,75938.0
924,1118,2,4,186000,7,1,16,1,1,1,2.0,2,2,34.08,19,2,315094.0,1758461.0,1829273.0,0.0,4346187.0,52730.0,224856.0,28807.0,25160.0,1091390.0
925,1119,3,7,1200,2,6,5,2,2,2,2.0,2,2,1331.23,57,2,,,,,,,,,,
926,1121,3,5,2400,2,6,12,1,2,2,2.0,2,2,2544.74,28,1,1135.0,17081.0,691.0,113.0,2731.0,0.0,31944.0,0.0,0.0,11839.0
927,1122,3,5,600000,9,4,16,1,1,1,2.0,2,2,11.84,27,2,0.0,35822813.0,17166956.0,11223715.0,31041415.0,0.0,278612.0,412795.0,3057698.0,10084146.0
928,1123,3,5,5400,3,4,14,1,2,2,2.0,2,2,1945.16,26,1,4591.0,161545.0,7808.0,18167.0,44649.0,0.0,0.0,0.0,5567.0,11243.0
929,1124,3,5,5000,2,5,5,1,2,2,2.0,2,2,807.37,52,2,0.0,13191.0,2393.0,1289.0,18555.0,0.0,16611.0,1960.0,2919.0,7401.0
930,1125,4,9,75000,6,4,24,1,1,2,,2,2,56.32,44,1,0.0,2283029.0,707882.0,0.0,2575030.0,0.0,413374.0,68785.0,97944.0,897961.0
931,1126,3,6,23750,4,3,14,1,1,2,2.0,2,2,419.28,31,1,0.0,105593.0,128150.0,0.0,92922.0,0.0,6208.0,2651.0,37775.0,18453.0
932,1127,2,3,14000,4,3,2,1,1,2,2.0,2,2,679.47,13,1,25088.0,19894.0,25749.0,3915.0,128942.0,0.0,11883.0,11886.0,26920.0,52802.0
933,1128,2,3,140000,7,6,2,1,1,1,2.0,2,2,90.61,16,2,0.0,2421462.0,1710397.0,0.0,8487361.0,0.0,333047.0,55074.0,1657408.0,3699612.0
934,1129,2,3,240000,8,5,4,1,1,1,2.0,1,2,73.78,16,1,1871614.0,6240885.0,2090030.0,0.0,4376137.0,0.0,2881279.0,65824.0,473039.0,5005573.0
935,1130,4,9,152000,7,8,2,1,1,2,2.0,2,2,94.9,42,1,83179.0,1048043.0,646946.0,68750.0,1913868.0,0.0,234756.0,75332.0,704533.0,943761.0
936,1132,1,2,100000,6,4,5,1,1,2,2.0,2,2,206.74,51,1,0.0,190720.0,209718.0,0.0,1284942.0,0.0,65785.0,60630.0,88346.0,327856.0
937,1134,1,1,15000,4,2,25,1,1,2,2.0,2,2,406.42,3,1,7136.0,14991.0,8958.0,0.0,557635.0,0.0,26793.0,4151.0,19223.0,22656.0
938,1136,2,3,4800,2,1,15,1,1,2,2.0,2,2,1528.98,14,1,0.0,7078.0,14613.0,6202.0,8058.0,20573.0,96640.0,143.0,0.0,13321.0
939,1137,1,1,8000,3,6,6,1,2,1,1.0,2,2,869.22,1,2,195719.0,606.0,31108.0,27445.0,152489.0,54298.0,1265281.0,9302.0,8994.0,50044.0
940,1139,3,5,2700,2,6,6,1,2,2,2.0,2,2,2544.74,52,1,0.0,151784.0,19222.0,3744.0,124815.0,0.0,748532.0,6861.0,15559.0,34972.0
941,1140,2,4,265000,8,4,2,1,1,2,2.0,2,2,25.53,20,2,737677.0,3414756.0,3811640.0,0.0,15282387.0,0.0,318869.0,227584.0,2104539.0,2750007.0
942,1141,3,5,1500000,10,7,2,1,1,1,2.0,2,2,46.62,23,1,4310987.0,4715470.0,6709085.0,0.0,38078141.0,0.0,432680.0,440634.0,2694653.0,4735469.0
943,1142,1,1,8500,3,2,25,1,2,1,1.0,2,2,2739.65,1,2,3286.0,0.0,2973.0,368.0,60459.0,0.0,7506.0,0.0,329.0,7193.0
944,1143,2,4,7500,3,4,25,1,2,2,1.0,2,2,4044.03,19,1,0.0,6326.0,5063.0,697.0,25947.0,0.0,15807.0,5302.0,5220.0,13366.0
945,1144,4,9,13000,4,3,12,1,1,2,2.0,2,2,781.6,43,2,14720.0,31669.0,19132.0,614.0,49311.0,0.0,23183.0,661.0,1831.0,69809.0
946,1145,2,4,53000,6,8,8,1,2,2,2.0,2,2,126.28,20,1,1326809.0,1058314.0,384743.0,61035.0,2787887.0,0.0,62452.0,71650.0,311198.0,1597365.0
947,1146,4,9,7800,3,5,23,1,1,2,,2,2,1711.45,55,2,0.0,31954.0,37820.0,60530.0,353335.0,13011.0,57550.0,9576.0,13636.0,98091.0
948,1147,1,2,11500,4,1,6,1,1,2,2.0,2,2,2739.65,5,1,0.0,161735.0,208119.0,208311.0,790833.0,0.0,2181335.0,107390.0,125226.0,200343.0
949,1148,2,4,245000,8,7,5,1,1,2,2.0,2,2,25.53,18,2,0.0,52480.0,93940.0,3687.0,1147131.0,0.0,0.0,8874.0,16237.0,176230.0
950,1150,2,3,1001,2,4,2,1,1,2,2.0,2,2,1485.71,13,1,3085.0,3753.0,2186.0,410.0,8017.0,0.0,18667.0,8469.0,3409.0,5931.0
951,1151,1,2,99000,6,7,2,1,1,2,2.0,2,2,221.72,4,2,1115676.0,813277.0,421388.0,0.0,2475920.0,0.0,231012.0,228998.0,922555.0,1209767.0
952,1152,4,9,25000,4,3,6,1,2,2,2.0,2,2,444.58,40,1,58016.0,99681.0,179326.0,40970.0,728838.0,0.0,1228722.0,25605.0,27032.0,212618.0
953,1153,3,6,240000,8,7,18,1,1,2,2.0,2,2,136.88,29,2,0.0,855671.0,491080.0,0.0,13664392.0,494161.0,142492.0,85415.0,159389.0,2414115.0
954,1155,4,9,18500,4,4,2,1,1,2,2.0,2,2,113.77,62,2,0.0,283983.0,241191.0,0.0,882528.0,0.0,0.0,159519.0,530252.0,267173.0
955,1156,4,9,3000,2,6,15,1,1,2,2.0,2,2,1711.45,43,1,224597.0,57896.0,115629.0,0.0,153431.0,0.0,577760.0,16595.0,16939.0,49774.0
956,1157,2,4,2400,2,7,26,1,2,2,1.0,2,2,2447.55,18,1,0.0,0.0,0.0,0.0,28880.0,0.0,33069.0,0.0,3434.0,36768.0
957,1158,2,3,260000,8,5,2,1,1,1,2.0,2,2,5.27,16,1,0.0,1120197.0,1605477.0,0.0,5615901.0,81482.0,677536.0,324548.0,1653305.0,2536358.0
958,1159,4,8,68000,6,3,14,1,2,2,2.0,2,2,456.4,39,2,266802.0,269293.0,241488.0,40746.0,139215.0,10736.0,26000.0,3698.0,10540.0,31612.0
959,1160,1,2,26000,5,6,12,1,1,2,2.0,2,2,73.39,7,1,0.0,18900.0,30463.0,0.0,67813.0,0.0,24609.0,2632.0,1873.0,74105.0
960,1161,1,2,50000,5,1,26,1,1,2,2.0,2,2,80.53,5,1,28329.0,36964.0,159615.0,0.0,793609.0,0.0,3259.0,26959.0,13630.0,75498.0
961,1162,4,8,45000,5,6,18,1,1,2,2.0,2,2,132.45,65,2,51524.0,1271580.0,163571.0,0.0,3162551.0,55552.0,0.0,30382.0,41460.0,262327.0
962,1163,2,4,3000,2,2,26,1,2,2,1.0,2,2,2724.37,18,2,0.0,13160.0,,383.0,40099.0,0.0,16050.0,40.0,1611.0,22307.0
963,1165,2,3,2100,2,7,26,1,1,2,2.0,2,2,2724.37,11,1,0.0,2406.0,12000.0,1712.0,50958.0,0.0,65723.0,65.0,1648.0,31970.0
964,1166,3,5,3500,2,7,5,1,1,2,2.0,2,2,734.43,23,2,0.0,13651.0,4031.0,10382.0,52811.0,0.0,0.0,454.0,5207.0,20415.0
965,1168,3,5,3850,2,6,14,1,2,2,2.0,2,2,419.28,24,1,7653.0,34499.0,5256.0,18905.0,27324.0,0.0,40390.0,112.0,2790.0,12394.0
966,1170,3,6,40000,5,1,2,1,1,2,2.0,2,2,364.5,29,2,0.0,246096.0,185790.0,0.0,740885.0,0.0,84029.0,53169.0,111436.0,266693.0
967,1171,3,5,320000,8,7,23,1,1,1,,2,2,39.55,24,1,1762942.0,3986810.0,1896723.0,1164970.0,6800323.0,0.0,0.0,184306.0,262436.0,2205405.0
968,1172,1,2,99000,6,6,2,1,2,2,2.0,1,2,80.53,8,1,0.0,381171.0,889456.0,28114.0,1647327.0,0.0,56888.0,85268.0,161658.0,929637.0
969,1175,3,6,85000,6,6,2,1,1,2,2.0,2,2,190.78,31,1,0.0,2611782.0,531366.0,0.0,1212125.0,0.0,0.0,59383.0,845868.0,762752.0
970,1176,1,2,51000,6,7,23,1,1,2,,2,2,869.22,4,2,102747.0,139711.0,248407.0,143903.0,840011.0,0.0,136818.0,22766.0,32417.0,239203.0
971,1177,2,3,23000,4,5,17,1,1,2,2.0,2,2,317.92,14,1,412721.0,85015.0,421231.0,359562.0,745967.0,0.0,172277.0,12577.0,24421.0,159350.0
972,1179,1,1,8000,3,7,18,1,2,2,2.0,2,2,848.3,2,2,22252.0,5720.0,0.0,42498.0,265789.0,0.0,15789.0,0.0,0.0,15083.0
973,1180,2,3,122000,7,7,14,1,1,2,2.0,2,2,121.46,11,2,0.0,233101.0,538454.0,78130.0,493784.0,0.0,26378.0,23853.0,219717.0,100696.0
974,1181,1,1,4100,2,4,13,1,2,1,2.0,2,2,406.42,2,2,0.0,0.0,17034.0,765.0,26655.0,0.0,24739.0,0.0,334.0,46990.0
975,1182,4,8,100000,6,4,17,1,1,2,2.0,2,2,40.03,37,1,187500.0,450869.0,1158081.0,0.0,2539205.0,34336.0,116718.0,19716.0,35586.0,625853.0
976,1183,3,7,26000,5,6,18,1,2,2,2.0,2,2,403.31,34,1,18710.0,185854.0,27372.0,213253.0,440464.0,0.0,0.0,0.0,0.0,76091.0
977,1184,3,6,18500,4,7,12,1,1,2,2.0,2,2,2314.83,29,1,0.0,55199.0,50356.0,1431.0,62334.0,0.0,96047.0,2762.0,9554.0,117596.0
978,1186,2,3,20000,4,1,2,1,1,2,2.0,2,2,780.38,60,1,0.0,34478.0,41061.0,0.0,146722.0,0.0,19989.0,15559.0,41394.0,126880.0
979,1187,2,3,83000,6,5,23,1,1,2,,2,2,72.3,50,2,0.0,410563.0,618165.0,0.0,2114408.0,77861.0,344386.0,57306.0,81599.0,607649.0
980,1188,2,3,128000,7,5,4,1,2,2,2.0,1,2,101.26,12,1,0.0,0.0,1558123.0,0.0,4235236.0,0.0,3191531.0,70007.0,424990.0,2150620.0
981,1189,1,1,5200,3,2,12,1,2,1,1.0,2,2,1711.45,1,1,0.0,0.0,,0.0,5395.0,0.0,2199.0,0.0,0.0,1325.0
982,1190,3,7,19750,4,5,13,1,1,2,2.0,2,2,734.43,33,2,0.0,308272.0,323546.0,0.0,145967.0,0.0,0.0,3549.0,6146.0,117324.0
983,1191,1,2,220000,8,2,16,1,1,1,2.0,2,2,11.18,4,1,542966.0,323443.0,1000612.0,0.0,4100401.0,0.0,336201.0,104979.0,414705.0,1660208.0
984,1192,3,6,1350,2,4,13,1,2,2,2.0,2,2,2546.83,29,1,533.0,0.0,0.0,0.0,199.0,0.0,1519.0,0.0,0.0,950.0
985,1193,4,9,20000,4,5,14,1,1,2,2.0,2,2,944.4,41,2,8301.0,151301.0,26826.0,0.0,38113.0,0.0,46065.0,0.0,0.0,16473.0
986,1194,2,3,35500,5,3,14,1,1,2,2.0,2,2,317.92,13,2,0.0,22842.0,94826.0,0.0,210604.0,0.0,49644.0,3902.0,9209.0,10504.0
987,1195,2,3,1700,2,2,1,2,2,2,2.0,2,2,4044.03,64,2,,,,,,,,,,
988,1197,3,6,3000,2,8,26,1,2,2,1.0,2,2,2314.83,31,2,0.0,3009.0,0.0,329.0,16253.0,0.0,11039.0,13.0,439.0,15342.0
989,1198,4,8,92000,6,7,25,1,1,2,2.0,2,2,199.37,37,1,0.0,274787.0,468649.0,0.0,3477959.0,0.0,304453.0,29445.0,24888.0,485840.0
990,1199,4,9,2800,2,3,6,1,1,2,2.0,2,2,1872.17,62,1,0.0,11225.0,3787.0,0.0,35667.0,0.0,184492.0,985.0,0.0,13408.0
991,1200,3,5,146000,7,3,14,1,2,2,2.0,2,2,344.62,25,1,248099.0,1440110.0,204970.0,178978.0,1491078.0,42189.0,149556.0,13712.0,91463.0,124222.0
992,1201,3,5,15000,4,1,25,1,2,2,2.0,2,2,1157.42,25,2,0.0,0.0,,0.0,66626.0,0.0,0.0,398.0,399.0,32473.0
993,1202,2,3,166000,7,8,14,1,1,2,2.0,2,2,106.28,13,1,556736.0,843212.0,2891042.0,0.0,2275541.0,108759.0,308263.0,28792.0,552915.0,399342.0
994,1203,2,4,25000,4,1,12,1,1,2,2.0,2,2,776.54,18,1,48256.0,13292.0,18645.0,0.0,24666.0,0.0,6367.0,754.0,679.0,36869.0
995,1204,4,9,33000,5,6,2,1,1,2,2.0,2,2,180.19,41,2,785.0,59986.0,20308.0,0.0,62425.0,0.0,20740.0,4737.0,32695.0,31032.0
996,1205,2,3,35000,5,3,2,1,1,2,2.0,2,2,364.88,64,1,0.0,169362.0,143862.0,0.0,395907.0,0.0,0.0,3348.0,17324.0,262106.0
997,1206,3,5,28000,5,2,12,1,2,2,2.0,2,2,331.91,25,1,33965.0,169099.0,24491.0,7863.0,75698.0,0.0,44516.0,3463.0,2537.0,192481.0
